Micro Pollutant,MP Category,Initial Concentration of MP (mg/L),Compound MW (g/mol),Compound Charge,Log D (pH=6.5-7),Log Kow,pKa,Stokes Radius/Compound size ,Initial FS pH,Type of MB,FO membrane description,MB Contact Angle (°),MB Zeta Potential,Draw Solution,DS MW (g mol-1),DS Concentration (M),Operating Time (h),Cross Flow Velocity (cm/s),"Water Flux, Jw (LMH)","Reverse Salt Flux, Js (gMH)",Temperature (⁰C),Removal Rate (%),Reference,Reference ID,Additional references,ID number,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,9,9,,,23,97.9,"(Xie et al., 2012)",22,,586,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,8,9,,,23,92.6,"(Xie et al., 2012)",22,,587,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,8,9,,,23,57.3,"(Xie et al., 2012)",22,,588,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,8,9,,,23,97.8,"(Xie et al., 2012)",22,,589,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,8,9,,,23,59.5,"(Xie et al., 2012)",22,,590,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,8,9,,,23,94.13,"(Xie et al., 2012)",22,,591,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,8,9,,,23,61,"(Xie et al., 2012)",22,,592,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,8,9,,,23,90,"(Xie et al., 2012)",22,,593,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,8,9,,,23,93.9,"(Xie et al., 2012)",22,,594,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,8,9,,,23,96.3,"(Xie et al., 2012)",22,,595,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,8,9,,,23,98.3,"(Xie et al., 2012)",22,,596,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,7,9,,,23,89.13,"(Xie et al., 2012)",22,,597,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,7,9,,,23,59,"(Xie et al., 2012)",22,,598,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,7,9,,,23,97.17,"(Xie et al., 2012)",22,,599,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,7,9,,,23,60,"(Xie et al., 2012)",22,,600,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,7,9,,,23,98.69,"(Xie et al., 2012)",22,,601,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,7,9,,,23,68.9,"(Xie et al., 2012)",22,,602,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,7,9,,,23,,"(Xie et al., 2012)",22,,603,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,7,9,,,23,93.7,"(Xie et al., 2012)",22,,604,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,7,9,,,23,95.43,"(Xie et al., 2012)",22,,605,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,7,9,,,23,98.9,"(Xie et al., 2012)",22,,606,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,6,9,,,23,91.08,"(Xie et al., 2012)",22,,607,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,5,9,,,23,96.3,"(Xie et al., 2012)",22,,608,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,5,9,,,23,65.8,"(Xie et al., 2012)",22,,609,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,6,9,,,23,59.2,"(Xie et al., 2012)",22,,610,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,6,9,,,23,96.95,"(Xie et al., 2012)",22,,611,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,5,9,,,23,90.87,"(Xie et al., 2012)",22,,612,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,5,9,,,23,59.5,"(Xie et al., 2012)",22,,613,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,6,9,,,23,58,"(Xie et al., 2012)",22,,614,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,6,9,,,23,98.26,"(Xie et al., 2012)",22,,615,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,5,9,,,23,88.04,"(Xie et al., 2012)",22,,616,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,5,9,,,23,67.4,"(Xie et al., 2012)",22,,617,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,6,9,,,23,66,"(Xie et al., 2012)",22,,618,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,6,9,,,23,98.39,"(Xie et al., 2012)",22,,619,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,5,9,,,23,87.17,"(Xie et al., 2012)",22,,620,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,5,9,,,23,94.3,"(Xie et al., 2012)",22,,621,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,6,9,,,23,93.3,"(Xie et al., 2012)",22,,622,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,6,9,,,23,99.13,"(Xie et al., 2012)",22,,623,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,5,9,,,23,93.9,"(Xie et al., 2012)",22,,624,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,5,9,,,23,98.9,"(Xie et al., 2012)",22,,625,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,6,9,,,23,98.9,"(Xie et al., 2012)",22,,626,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,4,9,,,23,93.04,"(Xie et al., 2012)",22,,627,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,4,9,,,23,64.31,"(Xie et al., 2012)",22,,628,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,4,9,,,23,92.39,"(Xie et al., 2012)",22,,629,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,4,9,,,23,65.5,"(Xie et al., 2012)",22,,630,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,4,9,,,23,93.04,"(Xie et al., 2012)",22,,631,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,4,9,,,23,64.5,"(Xie et al., 2012)",22,,632,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,4,9,,,23,94.56,"(Xie et al., 2012)",22,,633,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,4,9,,,23,91,"(Xie et al., 2012)",22,,634,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,4,9,,,23,97.17,"(Xie et al., 2012)",22,,635,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,4,9,,,23,98.5,"(Xie et al., 2012)",22,,636,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,3,9,,,23,92.61,"(Xie et al., 2012)",22,,637,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,3,9,,,23,69.5,"(Xie et al., 2012)",22,,638,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,3,9,,,23,90.56,"(Xie et al., 2012)",22,,639,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,3,9,,,23,61.6,"(Xie et al., 2012)",22,,640,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,3,9,,,23,96,"(Xie et al., 2012)",22,,641,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,3,9,,,23,64.5,"(Xie et al., 2012)",22,,642,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,3,9,,,23,95.43,"(Xie et al., 2012)",22,,643,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,3,9,,,23,92.6,"(Xie et al., 2012)",22,,644,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,3,9,,,23,97.17,"(Xie et al., 2012)",22,,645,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,3,9,,,23,99,"(Xie et al., 2012)",22,,646,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,2,9,,,23,94.34,"(Xie et al., 2012)",22,,647,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,2,9,,,23,69.8,"(Xie et al., 2012)",22,,648,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,2,9,,,23,91.74,"(Xie et al., 2012)",22,,649,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,2,9,,,23,63.7,"(Xie et al., 2012)",22,,650,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,2,9,,,23,94.5,"(Xie et al., 2012)",22,,651,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,2,9,,,23,65,"(Xie et al., 2012)",22,,652,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,2,9,,,23,96.5,"(Xie et al., 2012)",22,,653,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,2,9,,,23,97.9,"(Xie et al., 2012)",22,,654,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,2,9,,,23,94.5,"(Xie et al., 2012)",22,,655,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,2,9,,,23,100,"(Xie et al., 2012)",22,,656,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,1,9,,,23,97.39,"(Xie et al., 2012)",22,,657,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,3.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,70.9,-0.8,NaCl,58.44,1,1,9,,,23,85.1,"(Xie et al., 2012)",22,,658,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,1,9,,,23,92.82,"(Xie et al., 2012)",22,,659,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,4.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,66.7,-1.49,NaCl,58.44,1,1,9,,,23,84,"(Xie et al., 2012)",22,,660,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,1,9,,,23,87.61,"(Xie et al., 2012)",22,,661,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,5.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,64.8,-2.29,NaCl,58.44,1,1,9,,,23,81.7,"(Xie et al., 2012)",22,,662,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,1,9,,,23,90.65,"(Xie et al., 2012)",22,,663,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,6.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,62.8,-2.97,NaCl,58.44,1,1,9,,,23,93.3,"(Xie et al., 2012)",22,,664,,,,,,,,,,,,,,,,,,
Carbamazepine,Pharmaceutical,0.25,236.3,0,1.89,2.45,9.73,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,1,9,,,23,95.65,"(Xie et al., 2012)",22,,665,,,,,,,,,,,,,,,,,,
Sulfamethoxazole ,Pharmaceutical,0.25,253.3,-1,-0.22,0.89,1.39,,7.5,HTI CTA FO, the active layer of the FO membrane was placed against the feed solution,60.2,-3.14,NaCl,58.44,1,1,9,,,23,98.3,"(Xie et al., 2012)",22,,666,,,,,,,,,,,,,,,,,,
